Question,Title,Bodys,Intent_Classific
如果国有资产监督管理机构违法干预所出资企业的生产经营活动，导致国有资产损失，会承担什么责任？,企业国有资产监督管理暂行条例,国有资产监督管理机构，违法干预，生产经营活动，国有资产损失，承担，责任,政策文件信息
哪些类型的用地必须通过招标、拍卖或挂牌方式出让？,招标拍卖挂牌出让国有建设用地使用权规定,用地，招标，拍卖，挂牌，出让,政策文件信息
如果一个工程项目已经进行了总承包招标，但部分货物未包含在内，这些货物是否需要单独进行招标？,工程建设项目货物招标投标办法,工程项目，总承包招标，部分货物，单独招标,政策文件信息
采购人在委托代理机构进行采购时，需要特别注意哪些事项？,财政部关于加强政府采购活动内部控制管理的指导意见,采购人，委托代理机构，注意事项,政策文件信息
在采用书面推荐方式选择供应商时，采购人推荐的供应商比例有何限制？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,采购人，供应商比例，书面推荐方式,政策文件信息
碳排放交易所在运营中若出现违规行为，会受到哪些处罚？,上海市碳排放管理试行办法,碳排放交易所，违规行为，处罚,政策文件信息
上海市房地产转让的行政主管部门是哪些？,上海市房地产转让办法,上海市房地产转让，行政主管部门,政策文件信息
政府采购信息公开需要涵盖哪些内容？,财政部关于做好政府采购信息公开工作的通知,政府采购信息公开，内容,政策文件信息
自然人能否参与上海市政府采购活动？是否需要登记入库？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),自然人，参与，上海市政府采购活动，登记入库,政策文件信息
供应商在提交最后报价前退出磋商，其磋商保证金会如何处理？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,供应商，磋商保证金，处理,政策文件信息
当产生多个意向受让方时，转让方应如何进行产权交易？,金融企业国有资产转让管理办法,转让方，产权交易,政策文件信息
哪些主体可以对公共资源交易活动进行监督？,上海市公共资源交易管理办法,公共资源交易活动，主体，监督,政策文件信息
哪些主体可以参加国有建设用地使用权的招标拍卖挂牌出让活动？,招标拍卖挂牌出让国有建设用地使用权规定,国有建设用地使用权，招标拍卖挂牌出让活动,政策文件信息
采用邀请招标方式时，招标人需要向多少家施工企业发出投标邀请书？,房屋建筑和市政基础设施工程施工招标投标管理办法,邀请招标，招标人，施工企业，投标邀请书,政策文件信息
投标人在提交投标保证金时需要注意哪些事项？,投标保证金提交与退还操作须知,投标，投标人，提交投标保证金，注意事项,政策文件信息
国有独资企业未按规定向国有资产监督管理机构报告财务状况，会受到哪些处罚？,企业国有资产监督管理暂行条例,国有独资企业，按规定，国有资产监督管理机构，财务状况，处罚,政策文件信息
哪些资源属于上海市公共资源拍卖管理办法中定义的公共资源？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,上海市公共资源拍卖管理办法，公共资源,政策文件信息
承接主体是否可以将政府购买的服务项目转包给其他主体？,政府购买服务管理办法,承接主体，转包，政府购买的服务项目,政策文件信息
在确定政务信息系统采购需求时，采购人需要依据哪些文件和实际需求？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,政务信息系统采购需求，采购人，依据，文件，实际需求,政策文件信息
招标人在发布招标公告后终止招标，是否需要退还投标保证金及利息？,工程建设项目施工招标投标办法,招标人，终止招标，投标保证金及利息,政策文件信息
地方政府的国有资产监督管理机构能否自行制定招投标的实施办法？,企业国有资产监督管理暂行条例,地方政府的国有资产监督管理机构，自行制定招投标的实施办法,政策文件信息
第三方机构应在什么时间前提交碳排放核查报告？,上海市碳排放管理试行办法,第三方机构，时间前，提交碳排放核查报告,政策文件信息
如果一个项目使用了200万元人民币以上的预算资金，但该资金只占投资额的8%，是否需要招标？,必须招标的工程项目规定,项目，预算资金，投资额，招标,政策文件信息
资产转让项目的信息公告期如何确定？,企业国有资产交易监督管理办法,资产转让项目，信息公告期,政策文件信息
在综合评分法中，货物项目和服务项目的价格分值占总分值的比重分别是多少？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,综合评分法，货物项目，服务项目，价格分值，总分值,政策文件信息
在进行房屋建设工程转让时，转让人需要向受让人提供哪些文件？,上海市房地产转让办法,房屋建设工程转让，转让人，受让人，文件,政策文件信息
如果企业的年度碳排放量未达到规定规模，是否可以申请纳入配额管理？,上海市碳排放管理试行办法,年度碳排放量，规定规模，纳入配额管理,政策文件信息
中标人如何申请退还投标保证金？,投标保证金提交与退还操作须知,中标人，退还投标保证金,政策文件信息
国有资产监督管理机构能否干预所出资企业的日常生产经营活动？,企业国有资产监督管理暂行条例,国有资产监督管理机构，干预，所出资企业，日常生产经营活动,政策文件信息
评标委员会在什么情况下可以否决所有投标？,房屋建筑和市政基础设施工程施工招标投标管理办法,评标委员会，否决，投标,政策文件信息
供应商在登记申请前三年内有重大违法记录，会影响入库吗？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),供应商，登记申请，前三年内，重大违法记录，入库,政策文件信息
拍卖新机动车时，需要查验哪些证照？,机动车拍卖规程,拍卖新机动车，查验证照,政策文件信息
在投标截止时间前，采购人能否透露已获取招标文件的潜在投标人的信息？,政府采购货物和服务招标投标管理办法,投标截止时间前，采购人，透露，已获取招标文件的潜在投标人，信息,政策文件信息
财政部门在建立健全行政事业资产管理机构方面有哪些具体要求？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,财政部门，建立健全行政事业资产管理机构，具体要求,政策文件信息
联交所出具产权交易凭证后，如何进行交易结果的公告？,【产权交易】上海联合产权交易所有限公司企业国有产权转让出具交易凭证操作细则（沪联产交〔2018〕45号）,联交所，产权交易凭证，交易结果，公告,政策文件信息
上海联合产权交易所有限公司客户业务咨询专线电话是什么？,【产权交易】上海联合产权交易所有限公司业务咨询接待服务规定（沪联产交〔2019〕49号）,上海联合产权交易所有限公司，客户业务咨询专线电话,商品数据
办理登记结算业务的机构在处理投资者证券时有哪些具体要求？,区域性股权市场监督管理试行办法,办理登记结算业务，机构，处理投资者证券，具体要求,政策文件信息
采购人或者采购代理机构违反规定且情节严重，相关责任人会受到什么处罚？,政府采购非招标采购方式管理办法,采购人，采购代理机构，处罚,政策文件信息
联交所收到中止申请后，多久内会作出决定？,【产权交易】上海联合产权交易所有限公司交易中止和终结操作细则（沪联产交〔2018〕50号）,联交所，中止申请，作出决定,政策文件信息
国家出资企业的产权转让需要经过哪些审核程序？,企业国有资产交易监督管理办法,国家出资企业，产权转让，审核程序,政策文件信息
采购文件中需要明确哪些关于信用信息查询的具体内容？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,采购文件，信用信息查询，具体内容,政策文件信息
哪些公共资源交易事项可以列入交易目录？,上海市公共资源交易管理办法,公共资源交易事项，交易目录,政策文件信息
在拍卖过程中，如果竞买人的最高应价未达到底价，主持人应如何处理？,招标拍卖挂牌出让国有建设用地使用权规定,拍卖，最高应价，底价，主持人，处理,政策文件信息
邀请招标项目中，可以用什么材料替代“报名凭证”？,投标保证金提交与退还操作须知,邀请招标，材料，替代，报名凭证,招标中标信息
纳入配额管理的单位应在何时提交上一年度的碳排放报告？,上海市碳排放管理试行办法,纳入配额管理的单位，何时，提交，上一年度，碳排放报告,政策文件信息
如果转让方或增资企业违反相关规定或侵害国有权益，国资监管机构应采取什么措施？,企业国有资产交易监督管理办法,转让方，增资企业，相关规定，侵害国有权益，国资监管机构，措施,政策文件信息
社会公众和市场主体是否需要付费才能注册登录电子招标投标公共服务平台？,电子招标投标办法,社会公众，市场主体，付费，注册登录，电子招标投标公共服务平台,政策文件信息
国家出资企业的董事、监事、高级管理人员在哪些行为会造成国有资产损失，需依法承担赔偿责任？,中华人民共和国企业国有资产法,国家出资企业，董事，监事，高级管理人员，国有资产损失，赔偿责任,政策文件信息
在工程建设项目货物招标投标活动中，是否可以优先考虑本地供应商？,工程建设项目货物招标投标办法,工程建设项目货物招标投标活动，优先考虑本地供应商,政策文件信息
拍卖成交后，委托人不协助办理证照变更和产权过户手续，导致损失，责任如何承担？,拍卖管理办法,拍卖成交，委托人，不协助，办理证照变更和产权过户手续，损失，责任,政策文件信息
在什么情况下，潜在投标人或投标人可以要求招标人或其招标代理机构对招标公告和公示信息进行澄清、改正、补充或调整？,招标公告和公示信息发布管理办法,潜在投标人，投标人，招标人，招标代理机构，招标公告和公示信息，澄清，改正，补充，调整,政策文件信息
如果房屋建设工程在转让前已经预售了商品房，预购人有哪些权利？,上海市房地产转让办法,房屋建设工程，转让，预售，商品房，预购人，权利,政策文件信息
评标委员会成员在评标过程中有哪些行为是被明确禁止的？,政府采购货物和服务招标投标管理办法,评标委员会成员，评标过程，行为，明确禁止,政策文件信息
如果投标文件中的投标函只盖了公司章，没有法定代表人印章，这份投标文件是否有效？,房屋建筑和市政基础设施工程施工招标投标管理办法,投标文件，投标函，公司章，法定代表人印章，有效,政策文件信息
如果两家投标单位的报价完全相同，如何确定中标候选人？,政府采购货物和服务招标投标管理办法,两家投标单位，报价完全相同，确定中标候选人,政策文件信息
采购人或者采购代理机构在评审过程中能否对评审专家进行倾向性或误导性的解释？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,采购人，采购代理机构，评审过程，倾向性，误导性，解释,政策文件信息
在上海市建设工程勘察项目中，网上填报的表格需要打印并盖章确认吗？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,上海市建设工程勘察项目，网上填报的表格，打印，盖章确认,政策文件信息
如果我在投诉中提供了虚假材料，行政监督部门会如何处理？,工程建设项目招标投标活动投诉处理办法,投诉，虚假材料，行政监督部门，处理,政策文件信息
交易所在哪些情况下会被市发展改革部门处以罚款？,上海市碳排放管理试行办法,交易所，市发展改革部门，罚款,政策文件信息
房地产买卖中，一方违反合同约定，除了支付违约金外，是否还需赔偿对方损失？,上海市房地产转让办法,房地产买卖，一方，违反合同约定，支付违约金，赔偿对方损失,政策文件信息
在办理上海市建设工程勘察项目的直接发包和合同备案手续前，需要满足哪些条件？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,上海市建设工程勘察项目，直接发包，合同备案，条件,政策文件信息
在处理复杂的招投标投诉时，行政监督部门可以联合其他部门进行调查吗？,工程建设项目招标投标活动投诉处理办法,行政监督部门，联合，其他部门，调查,政策文件信息
国有控股企业的产权转让决策过程中，国有股东委派的股东代表应如何行使权利？,企业国有资产交易监督管理办法,国有控股企业，产权转让决策，国有股东委派的股东代表，行使权利,政策文件信息
上海环境能源交易所是否鼓励金融机构参与碳排放交易？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,上海环境能源交易所，金融机构，碳排放交易,政策文件信息
如果采购人在规定时间内未确定成交供应商且未提出异议，该如何处理？,政府采购非招标采购方式管理办法,采购人，规定时间，成交供应商，异议，处理,政策文件信息
房地产转让广告和样品房展示有哪些真实性要求？,上海市房地产转让办法,房地产转让广告，样品房展示，真实性要求,政策文件信息
为什么各地区和各部门需要高度重视政府采购信息公开工作？,财政部关于做好政府采购信息公开工作的通知,各地区，各部门，政府采购信息公开工作,政策文件信息
资格预审公告中需要包含哪些具体内容？,财政部关于做好政府采购信息公开工作的通知,资格预审公告，具体内容,政策文件信息
联合体投标时，保证金可以由其中一方单独缴纳吗？,政府采购非招标采购方式管理办法,联合体投标，保证金，单独缴纳,政策文件信息
工程量清单是否必须包含在招标文件中？,建筑工程施工发包与承包计价管理办法,工程量清单，招标文件,政策文件信息
上海市公共资源交易中心评标（评审）专家专家的信用记分在什么范围内会被评为一般？,【综合采购】上海市公共资源交易中心评标（评审）专家信用记分评估标准（试行）,上海市公共资源交易中心评标（评审）专家，信用记分，评为一般,政策文件信息
哪些情况下，采购人应当拒绝供应商参与政府采购活动？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,采购人，拒绝，供应商，参与，政府采购活动,政策文件信息
如果拍卖企业或委托人未说明拍卖标的的瑕疵，导致买受人受损，买受人该如何维权？,拍卖管理办法,拍卖企业，委托人，瑕疵，买受人，维权,日常问题
房地产交易管理机构在受理过户申请后，多长时间内需要完成审核？,上海市房地产转让办法,房地产交易管理机构，过户申请，审核,政策文件信息
评标结果汇总完成后，发现分值汇总计算错误，可以修改评标结果吗？,政府采购货物和服务招标投标管理办法,评标结果汇总，分值汇总计算错误，修改评标结果,政策文件信息
在制定采购需求时，如何确保系统能够接入国家共享数据交换平台？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,制定采购需求，确保系统接入国家共享数据交换平台,政策文件信息
转让方在完成上市公司股份转让后，需要办理哪些后续手续？,金融企业国有资产转让管理办法,转让方，上市公司股份转让，后续手续,政策文件信息
在招标、拍卖或挂牌方式确定中标人或竞得人后，他们的保证金如何处理？,招标拍卖挂牌出让国有建设用地使用权规定,招标，拍卖，挂牌，中标人，竞得人，保证金，处理,政策文件信息
综合类会员如何管理自营业务和代理业务的资金？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,综合类会员，管理，自营业务，代理业务，资金,日常问题
供应商对评审结果提出质疑时，采购人可以如何处理？,政府采购质疑和投诉办法,供应商，评审结果，采购人，处理,政策文件信息
在采购进口产品的采购文件中，需要特别注明哪些优先采购条件？,财政部关于印发《政府采购进口产品管理办法》的通知,采购进口产品，采购文件，优先采购条件,政策文件信息
房地产转让的双方需要满足哪些资格条件？,上海市房地产转让办法,房地产转让，双方，资格条件,政策文件信息
如果中标人拒绝与招标人签订合同，投标保证金会如何处理？,房屋建筑和市政基础设施工程施工招标投标管理办法,中标人，投标保证金，签订合同,政策文件信息
行政事业单位在国有资产管理中需要建立哪些内部机制？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,行政事业单位，国有资产管理，内部机制,政策文件信息
国有独资企业的主要负责人是否需要接受任期经济责任审计？,中华人民共和国企业国有资产法,国有独资企业，主要负责人，任期经济责任审计,政策文件信息
受托机构的尽职调查工作主要包括哪些方面？,【产权交易】企业增资业务受托机构工作指引（试行）,受托机构，尽职调查工作，包括,政策文件信息
企业在区域性股权市场发行可转换为股票的公司债券需要满足哪些条件？,区域性股权市场监督管理试行办法,区域性股权市场，可转换为股票的公司债券，条件,政策文件信息
招标公告或投标邀请书必须包含哪些基本信息？,工程建设项目施工招标投标办法,招标公告，投标邀请书，基本信息,政策文件信息
采购人在确定成交供应商时，需要遵循哪些原则？,政府采购非招标采购方式管理办法,采购人，成交供应商，原则,政策文件信息
在什么情况下，采购人需要在省级以上财政部门指定媒体上进行公示？,财政部关于做好政府采购信息公开工作的通知,采购人，省级以上财政部门指定媒体，公示,政策文件信息
综合评议项目中，增资人如何确定最终投资人？,【产权交易】企业增资业务规则（试行）,综合评议项目，增资人，最终投资人,政策文件信息
如果拍卖标的再次拍卖，原买受人需要承担哪些费用？,中华人民共和国拍卖法,拍卖标的，原买受人，费用,政策文件信息
电子招标投标活动及相关主体是否需要接受行政监督和监察？,电子招标投标办法,电子招标投标活动，相关主体，行政监督，监察,政策文件信息
预购人能否自由转让预售商品房？,上海市房地产转让办法,预购人，自由转让，预售商品房,政策文件信息
如果信息披露期满未征集到意向受让方，转让方可以采取哪些措施？,企业国有资产交易监督管理办法,信息披露期满未征集到意向受让方，转让方可以采取哪些措施,政策文件信息
在综合评分法中，如果两个投标人的得分相同，如何确定他们的排名顺序？,政府采购货物和服务招标投标管理办法,综合评分法，投标人，得分，排名顺序,政策文件信息
如果我是未中标的投标人，我的投标保证金什么时候能退还？,招标拍卖挂牌出让国有建设用地使用权规定,未中标的投标人，投标保证金，退还,政策文件信息
在企业产权转让过程中，受让方确定后，交易双方能否因企业经营性损益变化调整已达成的交易条件和价格？,企业国有资产交易监督管理办法,企业产权转让，受让方，交易双方，企业经营性损益变化，交易条件和价格,政策文件信息
国有独资企业、国有独资公司的重大事项由谁决定？,企业国有资产监督管理暂行条例,国有独资企业，国有独资公司，重大事项，决定,政策文件信息
担任拍卖师需要满足哪些条件？,中华人民共和国拍卖法,担任拍卖师，条件,日常问题
哪些部门负责制定社会资本投资建设的公共资源交易平台接入市交易平台的办法？,上海市公共资源交易管理办法,社会资本投资建设，公共资源交易平台接入市交易平台，办法,政策文件信息
开标和评标现场活动是否需要录音录像？,政府采购货物和服务招标投标管理办法,开标和评标现场活动，录音录像,政策文件信息
交易所需要建立哪些风险管理制度来维护碳排放交易市场的稳定？,上海市碳排放管理试行办法,交易所，风险管理制度，维护，碳排放交易市场，稳定,政策文件信息
供应商提交登记申请后，多久能知道是否入库？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),供应商，登记申请，入库,政策文件信息
招标人不按规定组建评标委员会会有什么后果？,评标专家和评标专家库管理暂行办法,招标人，评标委员会，后果,政策文件信息
采购人和采购代理机构如何邀请供应商参与竞争性磋商采购活动？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,采购人，采购代理机构，邀请供应商，竞争性磋商采购活动,政策文件信息
在施工招标投标活动中，有哪些行为是被明确禁止的？,房屋建筑和市政基础设施工程施工招标投标管理办法,施工招标投标活动，行为，禁止,政策文件信息
运营机构在开展业务活动时，如何防范与市场参与者之间的利益冲突？,区域性股权市场监督管理试行办法,运营机构，业务活动，利益冲突,政策文件信息
采购代理机构未对开标、评标活动进行全程录音录像，会受到什么处罚？,政府采购货物和服务招标投标管理办法,采购代理机构，全程录音录像，处罚,政策文件信息
采购人在收到对单一来源采购方式公示的异议后，应如何处理？,政府采购非招标采购方式管理办法,采购人，单一来源采购方式公示，异议，处理,政策文件信息
挂牌出让土地时，挂牌截止后如何确定竞得人？,招标拍卖挂牌出让国有建设用地使用权规定,挂牌出让土地，挂牌截止后，确定竞得人,政策文件信息
评标委员会的专家成员是如何确定的？,房屋建筑和市政基础设施工程施工招标投标管理办法,评标委员会，专家成员，确定,政策文件信息
政府采购活动中加强内部控制管理的目的是什么？,财政部关于加强政府采购活动内部控制管理的指导意见,政府采购活动，内部控制管理，目的,政策文件信息
采购代理机构需要具备哪些基本条件才能开展政府采购业务？,中华人民共和国政府采购法实施条例,采购代理机构，基本条件，开展政府采购业务,政策文件信息
社会中介机构在国有资产转让过程中违规执业，会受到哪些处理？,金融企业国有资产转让管理办法,社会中介机构，国有资产转让，违规执业，处理,政策文件信息
当通过资格审查的意向投资方数量较多时，企业可以采取哪些方式进行遴选？,企业国有资产交易监督管理办法,资格审查，意向投资方数量较多，企业，遴选,政策文件信息
上海市公共资源拍卖中心的服务对象有哪些？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,上海市公共资源拍卖中心，服务对象,政策文件信息
采购人和相关机构应如何加强政府采购的内部监督和风险管理？,财政部关于加强政府采购活动内部控制管理的指导意见,采购人，相关机构，内部监督，风险管理,政策文件信息
如果因重大变故导致采购任务取消，采购人应该如何处理？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,重大变故，采购任务，取消，采购人，处理,政策文件信息
采购文件具体包括哪些内容？,政府采购非招标采购方式管理办法,采购文件，具体内容,政策文件信息
拍卖企业在进行拍卖活动时，需要遵循哪些基本原则？,拍卖管理办法,拍卖企业，基本原则,政策文件信息
挂牌出让的具体流程是怎样的？,招标拍卖挂牌出让国有建设用地使用权规定,挂牌出让，具体流程,政策文件信息
上市公司控股股东在转让股份时需要经过哪些审批程序？,金融企业国有资产转让管理办法,上市公司控股股东，转让股份，审批程序,政策文件信息
大中型企业与小型、微型企业组成联合体参加政府采购，有何优惠政策？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,大中型企业，小型，微型，联合体，参加政府采购，优惠政策,政策文件信息
财政部门在收到转让方提交的直接协议转让上市公司股份材料后，需要在多长时间内给予答复？,金融企业国有资产转让管理办法,财政部门，直接协议转让上市公司股份材料，给予答复,政策文件信息
上海市公共资源交易中心评标（评审）专家的信用记分是如何计算的？,【综合采购】上海市公共资源交易中心评标（评审）专家信用记分评估标准（试行）,上海市公共资源交易中心，评标（评审）专家，信用记分，计算,政策文件信息
在综合评分法中，货物项目和服务项目的价格分值占总分值的最低比重分别是多少？,政府采购货物和服务招标投标管理办法,综合评分法，货物项目，服务项目，价格分值，总分值,政策文件信息
如果首次挂牌未能征集到意向受让方，转让方如何确定新的挂牌价格？,金融企业国有资产转让管理办法,首次挂牌，征集到意向受让方，转让方，新的挂牌价格,政策文件信息
在什么情况下，采购人或采购代理机构需要终止竞争性谈判采购活动并重新开展？,政府采购非招标采购方式管理办法,采购人，采购代理机构，竞争性谈判采购活动，重新开展,政策文件信息
如何确定政府购买服务项目的承接主体？,政府购买服务管理办法,政府购买服务项目，承接主体,政策文件信息
综合类会员在交易中是否可以向客户收取佣金？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,综合类会员，交易，佣金,日常问题
上海市公共资源拍卖监督管理委员会的主要职能是什么？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,上海市公共资源拍卖监督管理委员会，主要职能,政策文件信息
在招投标过程中，履行出资人职责的机构如何确定董事、监事、高级管理人员的人选？,中华人民共和国企业国有资产法,履行出资人职责的机构，董事，监事，高级管理人员，人选,政策文件信息
在哪些情况下，公共资源拍卖平台可以暂停或终止现场拍卖活动？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,公共资源拍卖平台，暂停，终止，现场拍卖活动,政策文件信息
在产权交易中，交易双方何时能获得交易凭证？,企业国有资产交易监督管理办法,产权交易，交易双方，交易凭证,政策文件信息
电子招标投标活动中的交易平台、公共服务平台和行政监督平台各自的主要功能是什么？,电子招标投标办法,电子招标投标活动，交易平台，公共服务平台，行政监督平台，主要功能,政策文件信息
行政事业单位在制定本单位国有资产管理的具体实施办法时，需要包含哪些具体管理制度？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,行政事业单位，具体实施办法，具体管理制度,政策文件信息
在哪些情况下，采购人或采购代理机构需要终止询价采购活动并重新开展？,政府采购非招标采购方式管理办法,采购人，采购代理机构，终止询价采购活动，重新开展,政策文件信息
联合体投标时，资质等级如何确定？,房屋建筑和市政基础设施工程施工招标投标管理办法,联合体投标，资质等级,政策文件信息
供应商在哪些情况下会被采购人和采购代理机构报告给财政部门并记录在诚信档案中？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),供应商，采购人，采购代理机构，财政部门，诚信档案,政策文件信息
水运工程建设项目采用资格后审方式公开招标时，投标人的资格审查是在什么时间进行的？,水运工程建设项目招标投标管理办法,水运工程建设项目，资格后审方式，公开招标，投标人，资格审查，时间,招标中标信息
成交通知书发出后，采购人和成交供应商需要在多少天内签订政府采购合同？,政府采购非招标采购方式管理办法,成交通知书，发出，采购人，成交供应商，签订，政府采购合同,政策文件信息
如果投标人未参加开标，是否可以事后对开标结果提出异议？,政府采购货物和服务招标投标管理办法,投标人，开标，异议,政策文件信息
财政部门在行政事业单位资产管理中具体承担哪些职责？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,财政部门，行政事业单位资产管理，具体承担职责,政策文件信息
在什么情况下，招标活动可以不成立评标小组？,招标拍卖挂牌出让国有建设用地使用权规定,招标活动，评标小组,政策文件信息
第三方机构在碳排放核查中违规，会受到哪些处罚？,上海市碳排放管理试行办法,第三方机构，碳排放核查，处罚,政策文件信息
在招投标评审中，如何考察公司的治理执行情况？,【产权交易】企业增资业务受托机构工作指引（试行）,招投标评审，考察，公司，治理执行情况,政策文件信息
采购人和采购代理机构在保管相关主体信用信息时，有哪些注意事项？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,采购人，采购代理机构，注意事项,政策文件信息
哪些情形下，产权转让可以采取非公开协议转让方式？,企业国有资产交易监督管理办法,产权转让，非公开协议转让方式,政策文件信息
产权交易合同生效后，交易结果公告需要包含哪些内容？,企业国有资产交易监督管理办法,产权交易合同，生效，交易结果公告，内容,政策文件信息
房地产的风险责任在什么时间点转移给受让人？,上海市房地产转让办法,房地产，风险责任，时间点，转移，受让人,政策文件信息
上海市交易中心如何处理评估结果为不佳的发起方信息？,【综合采购】上海市公共资源交易中心发起方信用记分评估标准（试行）,上海市交易中心，评估结果，不佳，发起方信息,政策文件信息
采购项目的预算金额需要在哪些文件中公开？,财政部关于做好政府采购信息公开工作的通知,采购项目，预算金额，公开,政策文件信息
上海市公共资源拍卖监督管理委员会由哪些单位组成？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,上海市公共资源拍卖监督管理委员会，单位,政策文件信息
挂牌出让项目的申请截止时间应如何设定？,招标拍卖挂牌出让国有建设用地使用权规定,挂牌出让项目，申请截止时间,政策文件信息
碳排放配额的交易价格是如何确定的？,上海市碳排放管理试行办法,碳排放配额，交易价格,政策文件信息
在涉及民生和社会影响较大的政府采购项目中，采购人在制定采购需求时需要做哪些额外的工作？,财政部关于加强政府采购活动内部控制管理的指导意见,民生和社会影响较大，政府采购项目，采购人，制定采购需求，额外工作,政策文件信息
