Question,True_Title,Recalling,Recall_Weight
金融企业国有资产转让具体包括哪些类型？,金融企业国有资产转让管理办法,1,1
提交终结申请时，申请人需要提供哪些材料？,【产权交易】上海联合产权交易所有限公司交易中止和终结操作细则（沪联产交〔2018〕50号）,1,1
以联合体形式参加政府采购活动时，如果需要投诉，应当由谁提出？,政府采购质疑和投诉办法,1,1
主管部门在制定本部门或本行业的国有资产管理办法时，需要做哪些工作？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,2
政府购买服务能否向个人购买？有什么限制条件？,政府购买服务管理办法,1,1
如果申请参与碳排放配额交易的企业或组织违反规定，交易所会采取哪些措施？,【碳排放权】上海环境能源交易所碳排放交易机构投资者适当性制度实施办法（试行）,1,1
采购人或者采购代理机构违反相关规定且情节严重，相关责任人员会受到什么处罚？,政府采购非招标采购方式管理办法,1,1
投标文件在截止时间前可以修改吗？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,3
拍卖人在拍卖前声明无法保证拍卖标的真伪或品质，是否还需要承担瑕疵担保责任？,中华人民共和国拍卖法,1,3
上海市公共资源拍卖中心如何实现监管功能？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,4
谈判小组在与供应商进行谈判时，是否需要给予所有参与的供应商平等的谈判机会？,政府采购非招标采购方式管理办法,1,2
国资监管机构如何确保国家出资企业及其控股和实际控制企业的国有资产交易合规？,企业国有资产交易监督管理办法,1,1
中标候选人公示需要包含哪些具体内容？,招标公告和公示信息发布管理办法,1,1
在技术复杂、专业性强的采购项目中，如何选择合适的评审专家？,政府采购货物和服务招标投标管理办法,0,
房屋建筑和市政基础设施工程施工招标投标活动适用哪些法律法规？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,1
如果招标活动终止，已收取的招标文件费用和投标保证金如何处理？,政府采购货物和服务招标投标管理办法,1,9
本市对公共资源交易的监管方式是什么？,上海市公共资源交易管理办法,1,3
房地产开发企业在收取商品房预售款时，是否必须严格按照工程进度分期收取？,上海市房地产转让办法,1,1
政府采购合同中涉及个人隐私的信息可以公开吗？,财政部关于做好政府采购信息公开工作的通知,1,2
会员代表具体需要履行哪些职责？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,1
磋商结束后，提交最后报价的供应商数量有何要求？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
采购人和采购代理机构在哪些违规行为下会受到处罚？,政府采购非招标采购方式管理办法,1,1
上海市公共资源拍卖活动的监管部门有哪些？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,1
在评估增资人发展规划时，需要关注哪些关键方面？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
哪些采购方式属于政府采购非招标采购方式？,政府采购非招标采购方式管理办法,1,1
政企分开后，企业在招投标活动中如何确保国有资产的有效监管？,企业国有资产监督管理暂行条例,1,1
在评估增资人未来发展的核心竞争力时，如何综合考虑其内部情况和外部宏观环境？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
在询价采购过程中，询价小组是否可以更改询价通知书中的政府采购合同条款？,中华人民共和国政府采购法实施条例,1,3
什么样的投资主体可以被视为（意向）投资人？,【产权交易】企业增资业务规则（试行）,1,1
大数据分析在政府采购内部控制管理中有哪些应用方向？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
市级以上人民政府如何推动建立统一的电子招标投标公共服务平台？,电子招标投标办法,1,1
银行保函的保证人可以是任意银行吗？,投标保证金提交与退还操作须知,1,2
采购进口产品时，应遵循哪些原则？,财政部关于印发《政府采购进口产品管理办法》的通知,1,1
在哪些情况下，采购人或者采购代理机构需要终止询价采购活动并重新开展？,政府采购非招标采购方式管理办法,1,1
财政部门在处理投诉期间，能否暂停采购活动？如果可以，最长暂停时间是多少？,政府采购质疑和投诉办法,1,1
政府投资项目的评标专家可以从哪些渠道抽取？,评标专家和评标专家库管理暂行办法,1,1
如果增资信息正式公告发布期满后没有征集到合格意向投资人，增资人应该如何处理？,【产权交易】企业增资业务规则（试行）,1,1
房屋建设工程转让需要满足哪些条件？,上海市房地产转让办法,1,1
公开招标项目中，如果通过资格审查的投标人不足3家，应该如何处理？,政府采购货物和服务招标投标管理办法,1,1
在什么情况下可以采用竞争性谈判方式进行采购？,政府采购非招标采购方式管理办法,1,3
哪些资产属于金融企业国有资产？,金融企业国有资产转让管理办法,1,1
尽职调查工作底稿具体包括哪些内容？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
采用银行保函作为投标保证金时，需要提交哪些材料？,投标保证金提交与退还操作须知,1,1
评标过程中可以采用哪些方法？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,10
行政事业单位在进行资产配置时，需要考虑哪些因素？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
政府采购招标评标方法有哪些，各自的定义是什么？,中华人民共和国政府采购法实施条例,1,1
在采用最低评标价法的采购项目中，如果有多个投标人提供相同品牌产品，如何确定参加评标的投标人？,政府采购货物和服务招标投标管理办法,1,1
在尽职调查中，如果审计报告带有强调事项段的无保留意见，应该如何处理？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
依法必须招标的项目，招标公告和公示信息是否可以在多个媒介上发布？,招标公告和公示信息发布管理办法,1,1
投标有效期的起始时间是如何规定的？,政府采购货物和服务招标投标管理办法,1,4
招标文件中的技术标准是否可以指定特定的专利或品牌？,工程建设项目施工招标投标办法,1,2
招标人自行办理施工招标需要具备哪些能力？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,1
评标专家在哪些情况下会被取消评标委员会成员资格？,评标专家和评标专家库管理暂行办法,1,2
上海市交易中心对评估结果为一般的发起方会采取哪些提示方式？,【综合采购】上海市公共资源交易中心发起方信用记分评估标准（试行）,1,1
政府有关部门需要在网站上公布哪些与招投标相关的信息？,电子招标投标办法,1,1
投标文件未解密会有什么后果？,电子招标投标办法,1,1
信息传输企业在政府采购项目中，如何界定其属于中型企业？,工业和信息化部、国家统计局、国家发展和改革委员会、财政部关于印发中小企业划型标准规定的通知,1,2
如果一家公司在投标时报价远低于市场平均水平，是否会被认定为恶意低价竞标？,房屋建筑和市政基础设施工程施工招标投标管理办法,0,
如何通过内部控制管理提升政府采购的公信力？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
如果所有投标文件都不符合要求，评标委员会可以怎么做？,房屋建筑和市政基础设施工程施工招标投标管理办法,0,
在产权转让过程中，如何确定转让价格？,企业国有资产交易监督管理办法,1,4
采购活动记录中必须包含哪些具体内容？,政府采购非招标采购方式管理办法,1,1
在评审报告中，如果谈判小组成员有异议但拒绝签字，该如何处理？,政府采购非招标采购方式管理办法,1,1
房地产转让过程中，转让人需要向受让人告知哪些相关信息？,上海市房地产转让办法,1,1
资产处置完成后，如何进行产权变动和账务处理？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,3
在什么情况下，中标会被宣布无效，并由哪个部门负责处理？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,2
招标拍卖挂牌公告中需要包含哪些主要内容？,招标拍卖挂牌出让国有建设用地使用权规定,1,2
在什么情况下，采购人或者采购代理机构需要发布项目终止公告？,财政部关于做好政府采购信息公开工作的通知,1,3
股份转让协议中必须包含哪些主要内容？,金融企业国有资产转让管理办法,1,1
如何综合评价和改进政府采购内部控制管理体系？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
成交供应商确定后，采购人或采购代理机构应在多长时间内公告成交结果？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
在政务信息系统采购中，如果项目既包含货物又包含服务，价格分值的比重应如何确定？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
招标代理机构能否在其代理的招标项目中投标或为投标人提供咨询？,工程建设项目施工招标投标办法,1,1
政务信息系统采购需求需要满足哪些标准和要求？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
上海市公共资源拍卖中心的监管机构是什么？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,5
政府采购信息公开的目的是什么？,财政部关于做好政府采购信息公开工作的通知,1,1
受托机构在《增资专项报告》扉页需要做出哪些声明？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
开标过程中，哪些人员需要签字确认开标记录？,政府采购货物和服务招标投标管理办法,1,4
哪些类型的机构可以成为上海环境能源交易所的会员？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
金融企业国有资产转让的监督管理由哪个部门负责？,nan,0,
公共资源交易中的评标评审专家是如何抽取的？,上海市公共资源交易管理办法,0,
如果供应商的响应文件未实质性响应谈判文件要求，会如何处理？,政府采购非招标采购方式管理办法,1,1
运营机构需要在什么时间内向监管部门报送区域性股权市场的信息？,区域性股权市场监督管理试行办法,1,1
在招投标过程中，增资人的基本信息需要包含哪些内容？,【产权交易】企业增资业务受托机构工作指引（试行）,1,9
纳入配额管理的单位能否使用国家核证自愿减排量（CCER）进行配额清缴？,上海市碳排放管理试行办法,1,1
中标通知书发出后，采购人需要在多长时间内退还未中标人的投标保证金？,政府采购货物和服务招标投标管理办法,1,5
监理人员发现中标人违法分包，应该采取什么措施？,工程建设项目施工招标投标办法,1,4
办理施工直接发包和合同备案手续需要满足哪些条件？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,1,1
国有资产监督管理机构的具体职责包括哪些方面？,企业国有资产监督管理暂行条例,1,1
国务院和地方人民政府在履行出资人职责方面有何具体分工？,企业国有资产监督管理暂行条例,1,1
哪些单位和人员属于建筑市场信用信息的各方主体？,上海市住房城乡建设管理委、上海市水务局、上海市绿化市容局关于印发《上海市建筑市场信用信息管理办法》的通知,1,1
受托机构在进行增资人独立性核查时，主要关注哪些方面？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
一家房地产开发企业，营业收入1500万元，资产总额6000万元，在政府采购中属于什么规模的企业？,工业和信息化部、国家统计局、国家发展和改革委员会、财政部关于印发中小企业划型标准规定的通知,1,1
在进行增资人内部情况分析时，需要重点考虑哪些因素来评估其未来发展的核心竞争力？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
同一品牌同一型号的货物，制造商可以委托多个代理商参加投标吗？,工程建设项目货物招标投标办法,1,1
在进行工程施工招标前，必须满足哪些基本条件？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,3
在特定情况下，竞争性谈判采购的供应商最低数量是多少？,政府采购非招标采购方式管理办法,1,1
拍卖中心的运行机制具体是怎样的？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,1
转让方在公开披露直接协议转让上市公司股份信息时，需要包含哪些关键内容？,金融企业国有资产转让管理办法,1,1
采购代理机构在哪些情况下会被暂停或取消政府采购代理资格？,政府采购非招标采购方式管理办法,1,1
哪个部门负责政府采购进口产品的审核和监督管理？,财政部关于印发《政府采购进口产品管理办法》的通知,1,1
企业违反碳排放配额管理规定，除了罚款外，还可能面临哪些行政处理措施？,上海市碳排放管理试行办法,1,1
中介机构在区域性股权市场从事业务活动时，需要遵守哪些规定和规范？,区域性股权市场监督管理试行办法,1,1
竞买人参与公共资源拍卖需要履行哪些手续和遵守哪些规定？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,2
办理登记结算业务的机构在为投资者开立证券账户时，需要进行哪些审查？,区域性股权市场监督管理试行办法,1,1
其他媒介违规发布或转载依法必须招标项目的招标公告和公示信息的，会如何处理？,招标公告和公示信息发布管理办法,1,1
增资人在发布增资信息时，能否对投资人的资格条件提出具体要求？,【产权交易】企业增资业务规则（试行）,1,1
谁负责上海市政府采购供应商库的建立和维护？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
采购项目验收时，是否可以邀请未中标的投标人参与？,政府采购货物和服务招标投标管理办法,1,1
招标人是否可以要求投标人提交投标担保，具体有哪些方式？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,1
竞买人之间或竞买人与拍卖人之间是否可以恶意串通？,中华人民共和国拍卖法,1,2
在评标过程中，如果无法及时补足评标委员会成员，应如何处理？,政府采购货物和服务招标投标管理办法,1,1
潜在投标人对招标文件有疑问时，招标人应如何处理？,工程建设项目施工招标投标办法,0,
如果集体所有土地上的房屋要转让给不符合规定条件的受让人，需要办理哪些手续？,上海市房地产转让办法,1,1
电子招标投标交易平台对社会公众和市场主体有何开放要求？,电子招标投标办法,1,1
房地产买卖合同中需要包含哪些主要内容？,上海市房地产转让办法,1,1
如果采购人和实际使用者或受益者不是同一方，政务信息系统验收时需要怎么做？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
国有土地上建成的房屋在进行转让时，需要满足哪些条件？,上海市房地产转让办法,1,1
评标委员会在评审投标文件时需要遵循哪些标准和方法？,房屋建筑和市政基础设施工程施工招标投标管理办法,0,
采购人和集中采购机构在确定采购方式和组织采购活动时，应如何确保内部审核的规范性和有效性？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
会员在发生哪些变更或情况时，需要在10个工作日内向交易所书面报告？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
行政监督部门在进行招投标投诉调查时，需要几名行政执法人员参与？,工程建设项目招标投标活动投诉处理办法,1,1
采购进口产品时，需要遵循哪些原则？,财政部关于印发《政府采购进口产品管理办法》的通知,1,1
意向受让方在交易过程中弄虚作假或恶意串通，是否会导致交易被中止？,【产权交易】上海联合产权交易所有限公司交易中止和终结操作细则（沪联产交〔2018〕50号）,1,2
在什么情况下，政府采购可以只从某一特定供应商处采购？,中华人民共和国政府采购法实施条例,1,2
上海市成立公共资源拍卖中心的目的是什么？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,1
在政府采购中，哪些情况下可以不事先计算出价格总额？,中华人民共和国政府采购法实施条例,1,2
在进行企业资产转让时，能否对受让方设置特定的资格条件？,企业国有资产交易监督管理办法,1,2
供应商的行政处罚和信用信息会被记录在哪些平台？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
纳入配额管理的单位需要在什么时间前制定下一年度的碳排放监测计划？,上海市碳排放管理试行办法,1,2
联交所收到增资申请材料后，多长时间内需要进行形式审核并发布信息？,【产权交易】企业增资业务规则（试行）,1,1
政务信息系统项目验收结果在选择后续运行维护供应商时有什么作用？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
国有资产监督管理机构的主要职责是什么？,企业国有资产监督管理暂行条例,1,1
受托机构在编写《增资专项报告》时，需要包含哪些主要内容？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
市发展改革部门工作人员在碳排放交易管理中有哪些行为会被追究责任？,上海市碳排放管理试行办法,1,3
我们公司在本市有排放边界范围内的国家核证自愿减排量，这些减排量能否用于本市的配额清缴？,上海市碳排放管理试行办法,1,2
哪些投资者可以被认定为区域性股权市场的合格投资者？,区域性股权市场监督管理试行办法,1,1
如果招标活动中投标人数量不足三人，出让人应该如何处理？,招标拍卖挂牌出让国有建设用地使用权规定,0,
如何确保政府采购信息的及时、完整、准确发布？,财政部关于做好政府采购信息公开工作的通知,1,3
评标报告需要包含哪些主要内容？,政府采购货物和服务招标投标管理办法,1,6
意向投资人在对增资人进行尽职调查时，是否需要签署保密协议？,【产权交易】企业增资业务规则（试行）,1,2
在重大工程建设项目中，是否可以在竣工验收备案前补齐部分材料？,上海市优化营商环境条例,0,
国有及国有控股企业的工会组织在招投标过程中需要遵守哪些规定？,企业国有资产监督管理暂行条例,0,
对于技术要求较高的政务信息系统，是否可以邀请外部专家参与需求制定？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
产权转让信息需要披露多长时间？,企业国有资产交易监督管理办法,1,1
上海市公共资源交易中心发起方信用记分在70分到80分之间，市交易中心会采取哪些措施？,【综合采购】上海市公共资源交易中心发起方信用记分评估标准（试行）,1,1
政府购买的购买主体是什么？,政府购买服务管理办法,1,1
询价采购中，从发出询价通知书到供应商提交响应文件的时间间隔有何规定？,政府采购非招标采购方式管理办法,1,1
乡村振兴战略的最终目标是什么？,中共中央、国务院关于实施乡村振兴战略的意见,1,1
出让人在招标、拍卖或挂牌出让地块时，需要准备哪些文件？,招标拍卖挂牌出让国有建设用地使用权规定,1,3
申请成为上海环境能源交易所会员需要经过哪些步骤？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
竞买人未按时足额交纳拍卖保证金会有什么后果？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,10
会员合并后新设立的法人在取得会员资格方面有何特殊权利？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
交易所在收到会员推荐的申请材料后，多久会提出审核意见？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
未取得预售许可证预售商品房会受到哪些处罚？,上海市房地产转让办法,1,1
评标专家私下接触投标人会有什么处罚？,评标专家和评标专家库管理暂行办法,1,1
在审查增资人的无形资产情况时，需要了解哪些详细信息？,【产权交易】企业增资业务受托机构工作指引（试行）,1,7
在编制磋商文件时，是否可以指定特定供应商或品牌？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
行政监督部门受理了我的投诉后，多久会给出处理结果？,工程建设项目招标投标活动投诉处理办法,1,1
办理上海市建设工程勘察项目的直接发包和合同备案手续时，应该去哪里提交材料？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,1,1
在水运工程建设项目招标投标中，是否允许地区或部门限制参与？,水运工程建设项目招标投标管理办法,1,1
企业增资在完成决策批准程序后，需要进行哪些后续工作？,企业国有资产交易监督管理办法,1,2
如果在资格预审申请文件截止时间前不足3天需要修改资格预审文件，应该怎么处理？,政府采购货物和服务招标投标管理办法,1,1
在处理政府采购投诉时，哪些情况下的时间不计入投诉处理期限？,政府采购质疑和投诉办法,1,1
采用公开招标方式时，招标公告应当在哪里发布？,工程建设项目施工招标投标办法,1,4
在政府采购投诉处理中，第三方检验、检测、鉴定费用由谁承担？,政府采购质疑和投诉办法,1,1
如果某物品被法律明确禁止买卖，是否可以作为拍卖标的进行拍卖？,中华人民共和国拍卖法,1,1
招标文件中必须包含哪些内容？实质性要求和条件应如何标明？,工程建设项目施工招标投标办法,1,7
申请采用竞争性谈判采购方式时，需要提交哪些额外的申请材料？,政府采购非招标采购方式管理办法,1,1
供应商在提出质疑时，质疑函需要包含哪些内容？,政府采购质疑和投诉办法,1,1
财政部门出具的投诉处理决定书包括哪些内容？,政府采购质疑和投诉办法,1,1
国有资金占主导地位的工程项目进行邀请招标时，需要经过哪些部门的批准？,工程建设项目施工招标投标办法,1,6
水运工程建设项目必须在哪些场所进行招标投标活动？,水运工程建设项目招标投标管理办法,1,1
市交易中心对信用记分一般的专家进行工作提示时，会采用哪些方式？,【综合采购】上海市公共资源交易中心评标（评审）专家信用记分评估标准（试行）,1,1
国有资产转让是否必须通过公开竞价方式进行？,中华人民共和国企业国有资产法,1,1
在进行金融企业国有资产转让前，需要满足什么条件？,金融企业国有资产转让管理办法,1,1
中标人违反合同约定，采购人应如何处理？,政府采购货物和服务招标投标管理办法,1,1
国资监管机构在批准非公开协议方式的企业产权转让时，需要审核哪些文件？,企业国有资产交易监督管理办法,1,1
农业法的主要目标是什么？,中华人民共和国农业法,1,1
询价采购需求中的技术和服务要求应满足哪些条件？,政府采购非招标采购方式管理办法,1,2
增资人在确定最终投资人时，可以选择哪些方式？,【产权交易】企业增资业务规则（试行）,1,2
在评标过程中，评标委员会是否可以根据实际情况调整招标文件中规定的评标标准和方法？,工程建设项目施工招标投标办法,0,
招标拍卖挂牌活动结束后，出让结果需要多久公布？,招标拍卖挂牌出让国有建设用地使用权规定,1,5
单一来源采购公示需要包含哪些具体内容？,财政部关于做好政府采购信息公开工作的通知,1,4
在政府采购投诉中，如果投诉人没有提供相关证据，投诉会怎么处理？,政府采购质疑和投诉办法,1,1
政企尚未分开的单位在招投标过程中需要注意什么？,企业国有资产监督管理暂行条例,0,
招标文件规定的投标截止时间是上午10点，开标时间是否可以安排在下午2点？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,2
公共资源交易平台在开展交易活动时，需要实现哪些环节的全流程电子化？,上海市公共资源交易管理办法,0,
申请单位在办理完哪些手续后可以取得交易所会员资格？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
电子招标投标交易平台在信息分类和编码方面有何要求？,电子招标投标办法,1,1
招标公告在不同媒介发布内容不一致，会有什么后果？,招标公告和公示信息发布管理办法,1,1
招标人是否必须对投标申请人进行资格预审？,房屋建筑和市政基础设施工程施工招标投标管理办法,0,
本市如何管理公共资源交易中的评标评审专家？,上海市公共资源交易管理办法,1,3
中标结果确定后，多久内需要公告？公告期限是多久？,财政部关于做好政府采购信息公开工作的通知,0,
电子招标投标交易平台需要公布哪些主要信息？,电子招标投标办法,1,1
招标文件要求提交履约担保，中标人是否必须提交？招标人需要提供什么担保？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,1
采购人在收到评审报告后，应在多长时间内确定成交供应商？如果逾期未确定会有什么后果？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
商品房预购人在接到房屋建设工程转让通知后，多久内可以要求解除预售合同？,上海市房地产转让办法,1,1
政府采购内部控制管理的主要目标是什么？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
如果某个工程项目符合招标范围和规模标准，但项目被拆分成多个小项目进行，这样可以规避招标吗？,工程建设项目货物招标投标办法,1,2
行政事业单位在出租出借国有资产时，需要遵循哪些规定？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
新建房屋转让后，转让人需要承担多长时间的保修责任？,上海市房地产转让办法,1,1
在招投标评审中，如何调查和评估投标公司的财务体系情况？,【产权交易】企业增资业务受托机构工作指引（试行）,0,
供应商对质疑答复不满意，应在多久内向财政部门提起投诉？,政府采购质疑和投诉办法,1,1
如果会员资格被终止，该会员对其从业人员的授权会如何处理？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,1
招标人在设有最高投标限价时，需要公布哪些具体费用信息？,建筑工程施工发包与承包计价管理办法,1,1
水运工程建设项目招标投标活动的监督管理由哪个部门负责？,水运工程建设项目招标投标管理办法,1,1
办理监理直接发包和合同备案手续时需要携带哪些材料？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,1,1
政府采购项目验收时，需要遵循哪些标准？,中华人民共和国政府采购法实施条例,1,5
在国有资产管理中，政府的社会公共管理职能与国有资产出资人职能是否应当分开？,企业国有资产监督管理暂行条例,1,1
对于技术规格难以精确拟定的货物，招标人可以采取什么样的招标程序？,工程建设项目货物招标投标办法,1,1
评标专家在哪些情况下会被取消评标资格？,评标专家和评标专家库管理暂行办法,1,3
中标候选人和中标结果是否必须在电子招标投标交易平台上公示和公布？,电子招标投标办法,1,2
